Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H4,2013,2013,2013,6,1,1,Import,704,Viet Nam,VNM,0,World,WLD,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,1311657204,,,,1311657204,,1123083526,,,0
H4,2013,2013,2013,6,1,2,Export,704,Viet Nam,VNM,0,World,WLD,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,8567654420,,,,8567654420,,7375357838,,,0
H4,2013,2013,2013,6,1,1,Import,704,Viet Nam,VNM,31,Azerbaijan,AZE,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,353609152,,,,353609152,,307804302,,,0
H4,2013,2013,2013,6,1,2,Export,704,Viet Nam,VNM,36,Australia,AUS,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,1870111488,,,,1870111488,,1621672595,,,0
H4,2013,2013,2013,6,1,1,Import,704,Viet Nam,VNM,96,Brunei Darussalam,BRN,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,718153984,,,,718153984,,599739875,,,0
H4,2013,2013,2013,6,1,1,Import,704,Viet Nam,VNM,104,Myanmar,MMR,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,21152620,,,,21152620,,20224294,,,0
H4,2013,2013,2013,6,1,2,Export,704,Viet Nam,VNM,156,China,CHN,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,663738112,,,,663738112,,565020229,,,0
H4,2013,2013,2013,6,1,2,Export,704,Viet Nam,VNM,360,Indonesia,IDN,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,110227896,,,,110227896,,96398581,,,0
H4,2013,2013,2013,6,1,1,Import,704,Viet Nam,VNM,392,Japan,JPN,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,1000,,,,1000,,32400,,,0
H4,2013,2013,2013,6,1,2,Export,704,Viet Nam,VNM,392,Japan,JPN,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,2345940224,,,,2345940224,,1998756173,,,0
H4,2013,2013,2013,6,1,2,Export,704,Viet Nam,VNM,410,Rep. of Korea,KOR,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,980968704,,,,980968704,,850880602,,,0
H4,2013,2013,2013,6,1,1,Import,704,Viet Nam,VNM,458,Malaysia,MYS,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,218695888,,,,218695888,,195231676,,,0
H4,2013,2013,2013,6,1,2,Export,704,Viet Nam,VNM,458,Malaysia,MYS,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,1115722752,,,,1115722752,,971814590,,,0
H4,2013,2013,2013,6,1,1,Import,704,Viet Nam,VNM,490,"Other Asia, nes",,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,11228,,,,11228,,28313,,,0
H4,2013,2013,2013,6,1,2,Export,704,Viet Nam,VNM,608,Philippines,PHL,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,51651640,,,,51651640,,47872073,,,0
H4,2013,2013,2013,6,1,2,Export,704,Viet Nam,VNM,702,Singapore,SGP,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,445454048,,,,445454048,,380745622,,,0
H4,2013,2013,2013,6,1,2,Export,704,Viet Nam,VNM,764,Thailand,THA,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,349382752,,,,349382752,,306971937,,,0
H4,2013,2013,2013,6,1,1,Import,704,Viet Nam,VNM,784,United Arab Emirates,ARE,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,33332,,,,33332,,22666,,,0
H4,2013,2013,2013,6,1,2,Export,704,Viet Nam,VNM,842,USA,USA,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,600114624,,,,600114624,,506280104,,,0
H4,2013,2013,2013,6,1,2,Export,704,Viet Nam,VNM,899,"Areas, nes",,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,34342180,,,,34342180,,28945333,,,0
H4,2013,2013,2013,6,1,1,Import,887,Yemen,YEM,0,World,WLD,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,44000,,,,44000,,69526,,,0
H4,2013,2013,2013,6,1,2,Export,887,Yemen,YEM,0,World,WLD,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,4020349511,,,,4020349511,,3248692363,,,0
H4,2013,2013,2013,6,1,2,Export,887,Yemen,YEM,156,China,CHN,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,1633323115,,,,1633323115,,1321178355,,,0
H4,2013,2013,2013,6,1,1,Import,887,Yemen,YEM,512,Oman,OMN,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,44000,,,,44000,,69526,,,0
H4,2013,2013,2013,6,1,2,Export,887,Yemen,YEM,608,Philippines,PHL,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,142191720,,,,142191720,,119779760,,,0
H4,2013,2013,2013,6,1,2,Export,887,Yemen,YEM,699,India,IND,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,385807700,,,,385807700,,303343843,,,0
H4,2013,2013,2013,6,1,2,Export,887,Yemen,YEM,710,South Africa,ZAF,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,71014363,,,,71014363,,51769776,,,0
H4,2013,2013,2013,6,1,2,Export,887,Yemen,YEM,764,Thailand,THA,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,1648433261,,,,1648433261,,1350441572,,,0
H4,2013,2013,2013,6,1,2,Export,887,Yemen,YEM,858,Uruguay,URY,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,139579352,,,,139579352,,102179057,,,0
H4,2014,2014,2014,6,1,1,Import,704,Viet Nam,VNM,0,World,WLD,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,704104759,,,,704104759,,516236690,,,6
H4,2014,2014,2014,6,1,2,Export,704,Viet Nam,VNM,0,World,WLD,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,9306184176,,,,9306184176,,7224230188,,,0
H4,2014,2014,2014,6,1,1,Import,704,Viet Nam,VNM,31,Azerbaijan,AZE,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,411316896,,,,411316896,,348821455,,,0
H4,2014,2014,2014,6,1,2,Export,704,Viet Nam,VNM,36,Australia,AUS,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,2308793600,,,,2308793600,,1853667751,,,0
H4,2014,2014,2014,6,1,1,Import,704,Viet Nam,VNM,96,Brunei Darussalam,BRN,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,174111008,,,,174111008,,92088417,,,0
H4,2014,2014,2014,6,1,2,Export,704,Viet Nam,VNM,156,China,CHN,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,1579985408,,,,1579985408,,1229000896,,,0
H4,2014,2014,2014,6,1,1,Import,704,Viet Nam,VNM,178,Congo,COG,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,118641800,,,,118641800,,75301117,,,0
H4,2014,2014,2014,6,1,2,Export,704,Viet Nam,VNM,360,Indonesia,IDN,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,115449000,,,,115449000,,86551072,,,0
H4,2014,2014,2014,6,1,2,Export,704,Viet Nam,VNM,392,Japan,JPN,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,1841840000,,,,1841840000,,1501500483,,,0
H4,2014,2014,2014,6,1,2,Export,704,Viet Nam,VNM,410,Rep. of Korea,KOR,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,306624992,,,,306624992,,210573950,,,0
H4,2014,2014,2014,6,1,2,Export,704,Viet Nam,VNM,458,Malaysia,MYS,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,1084978304,,,,1084978304,,820614039,,,0
H4,2014,2014,2014,6,1,1,Import,704,Viet Nam,VNM,490,"Other Asia, nes",,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,35055,,,,35055,,25701,,,6
H4,2014,2014,2014,6,1,2,Export,704,Viet Nam,VNM,699,India,IND,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,43677000,,,,43677000,,30482228,,,0
H4,2014,2014,2014,6,1,2,Export,704,Viet Nam,VNM,702,Singapore,SGP,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,858605888,,,,858605888,,604516173,,,0
H4,2014,2014,2014,6,1,2,Export,704,Viet Nam,VNM,764,Thailand,THA,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,663700864,,,,663700864,,493626967,,,0
H4,2014,2014,2014,6,1,2,Export,704,Viet Nam,VNM,842,USA,USA,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,502529120,,,,502529120,,393696630,,,0
H4,2014,2014,2014,6,1,1,Import,887,Yemen,YEM,0,World,WLD,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,65067,,,,65067,,160750,,,0
H4,2014,2014,2014,6,1,2,Export,887,Yemen,YEM,0,World,WLD,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,1563307136,,,,1563307136,,1271479238,,,6
H4,2014,2014,2014,6,1,2,Export,887,Yemen,YEM,156,China,CHN,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,1022163581,,,,1022163581,,837028049,,,6
H4,2014,2014,2014,6,1,2,Export,887,Yemen,YEM,458,Malaysia,MYS,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,129963888,,,,129963888,,105223708,,,6
H4,2014,2014,2014,6,1,1,Import,887,Yemen,YEM,512,Oman,OMN,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,64745,,,,64745,,154990,,,0
H4,2014,2014,2014,6,1,1,Import,887,Yemen,YEM,528,Netherlands,NLD,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,300,,,,300,,4992,,,0
H4,2014,2014,2014,6,1,2,Export,887,Yemen,YEM,764,Thailand,THA,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,411178026,,,,411178026,,329227310,,,6
H4,2014,2014,2014,6,1,2,Export,887,Yemen,YEM,784,United Arab Emirates,ARE,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,1641,,,,1641,,170,,,6
H4,2014,2014,2014,6,1,1,Import,887,Yemen,YEM,842,USA,USA,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,22,,,,22,,769,,,0
H4,2015,2015,2015,6,1,1,Import,704,Viet Nam,VNM,0,World,WLD,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,217044091,,,,217044091,,99388499,,,6
H4,2015,2015,2015,6,1,2,Export,704,Viet Nam,VNM,0,World,WLD,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,9486413040,,,,9486413040,,3823779769,,,0
H4,2015,2015,2015,6,1,2,Export,704,Viet Nam,VNM,36,Australia,AUS,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,1398904576,,,,1398904576,,584093552,,,0
H4,2015,2015,2015,6,1,1,Import,704,Viet Nam,VNM,96,Brunei Darussalam,BRN,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,81860000,,,,81860000,,38908768,,,0
H4,2015,2015,2015,6,1,2,Export,704,Viet Nam,VNM,156,China,CHN,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,2166094336,,,,2166094336,,810271437,,,0
H4,2015,2015,2015,6,1,1,Import,704,Viet Nam,VNM,392,Japan,JPN,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,655,,,,655,,300,,,6
H4,2015,2015,2015,6,1,2,Export,704,Viet Nam,VNM,392,Japan,JPN,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,1397407616,,,,1397407616,,594574562,,,0
H4,2015,2015,2015,6,1,2,Export,704,Viet Nam,VNM,410,Rep. of Korea,KOR,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,426394048,,,,426394048,,156411905,,,0
H4,2015,2015,2015,6,1,1,Import,704,Viet Nam,VNM,458,Malaysia,MYS,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,5607237,,,,5607237,,2567657,,,6
H4,2015,2015,2015,6,1,2,Export,704,Viet Nam,VNM,458,Malaysia,MYS,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,1487659904,,,,1487659904,,604034567,,,0
H4,2015,2015,2015,6,1,1,Import,704,Viet Nam,VNM,490,"Other Asia, nes",,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,11756,,,,11756,,21214,,,0
H4,2015,2015,2015,6,1,1,Import,704,Viet Nam,VNM,643,Russian Federation,RUS,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,100253000,,,,100253000,,44468308,,,0
H4,2015,2015,2015,6,1,2,Export,704,Viet Nam,VNM,702,Singapore,SGP,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,1817247872,,,,1817247872,,759541383,,,0
H4,2015,2015,2015,6,1,2,Export,704,Viet Nam,VNM,724,Spain,ESP,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,29324496,,,,29324496,,8632114,,,0
H4,2015,2015,2015,6,1,2,Export,704,Viet Nam,VNM,764,Thailand,THA,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,460702176,,,,460702176,,187317415,,,0
H4,2015,2015,2015,6,1,1,Import,704,Viet Nam,VNM,784,United Arab Emirates,ARE,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,29311443,,,,29311443,,13422251,,,6
H4,2015,2015,2015,6,1,2,Export,704,Viet Nam,VNM,842,USA,USA,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,302678016,,,,302678016,,118902833,,,0
H4,2015,2015,2015,6,1,2,Export,887,Yemen,YEM,0,World,WLD,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,62,,,,62,,352,,,0
H4,2015,2015,2015,6,1,3,Re-Export,887,Yemen,YEM,0,World,WLD,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,50,,,,50,,100,,,0
H4,2015,2015,2015,6,1,2,Export,887,Yemen,YEM,682,Saudi Arabia,SAU,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,12,,,,12,,252,,,0
H4,2015,2015,2015,6,1,2,Export,887,Yemen,YEM,899,"Areas, nes",,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,50,,,,50,,100,,,0
H4,2015,2015,2015,6,1,3,Re-Export,887,Yemen,YEM,899,"Areas, nes",,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,50,,,,50,,100,,,0
H4,2012,2012,2012,6,1,1,Import,704,Viet Nam,VNM,0,World,WLD,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,728809884,,,,728809884,,647524935,,,0
H4,2012,2012,2012,6,1,2,Export,704,Viet Nam,VNM,0,World,WLD,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,9458438720,,,,9458438720,,8397950124,,,0
H4,2012,2012,2012,6,1,2,Export,704,Viet Nam,VNM,36,Australia,AUS,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,1967343872,,,,1967343872,,1726035844,,,0
H4,2012,2012,2012,6,1,1,Import,704,Viet Nam,VNM,96,Brunei Darussalam,BRN,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,644924032,,,,644924032,,583695443,,,0
H4,2012,2012,2012,6,1,2,Export,704,Viet Nam,VNM,156,China,CHN,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,1173006208,,,,1173006208,,1031600229,,,0
H4,2012,2012,2012,6,1,2,Export,704,Viet Nam,VNM,360,Indonesia,IDN,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,157416368,,,,157416368,,128746497,,,0
H4,2012,2012,2012,6,1,2,Export,704,Viet Nam,VNM,392,Japan,JPN,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,2789232128,,,,2789232128,,2525361351,,,0
H4,2012,2012,2012,6,1,2,Export,704,Viet Nam,VNM,410,Rep. of Korea,KOR,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,962142784,,,,962142784,,844249659,,,0
H4,2012,2012,2012,6,1,1,Import,704,Viet Nam,VNM,434,Libya,LBY,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,83528048,,,,83528048,,63615172,,,0
H4,2012,2012,2012,6,1,2,Export,704,Viet Nam,VNM,458,Malaysia,MYS,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,1109706752,,,,1109706752,,1011644833,,,0
H4,2012,2012,2012,6,1,1,Import,704,Viet Nam,VNM,490,"Other Asia, nes",,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,5404,,,,5404,,16976,,,0
H4,2012,2012,2012,6,1,2,Export,704,Viet Nam,VNM,608,Philippines,PHL,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,1038000,,,,1038000,,887604,,,0
H4,2012,2012,2012,6,1,1,Import,704,Viet Nam,VNM,702,Singapore,SGP,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,352400,,,,352400,,197344,,,0
H4,2012,2012,2012,6,1,2,Export,704,Viet Nam,VNM,702,Singapore,SGP,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,323650688,,,,323650688,,281492543,,,0
H4,2012,2012,2012,6,1,2,Export,704,Viet Nam,VNM,764,Thailand,THA,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,561637120,,,,561637120,,486055607,,,0
H4,2012,2012,2012,6,1,2,Export,704,Viet Nam,VNM,842,USA,USA,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,413264800,,,,413264800,,361875958,,,0
H4,2012,2012,2012,6,1,2,Export,887,Yemen,YEM,0,World,WLD,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,6405408770,,,,6405408770,,5335167044,,,0
H4,2012,2012,2012,6,1,2,Export,887,Yemen,YEM,156,China,CHN,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,3388887269,,,,3388887269,,2828404678,,,0
H4,2012,2012,2012,6,1,2,Export,887,Yemen,YEM,392,Japan,JPN,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,87887300,,,,87887300,,61012359,,,0
H4,2012,2012,2012,6,1,2,Export,887,Yemen,YEM,430,Liberia,LBR,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,38090336,,,,38090336,,29787273,,,0
H4,2012,2012,2012,6,1,2,Export,887,Yemen,YEM,458,Malaysia,MYS,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,149614150,,,,149614150,,117433549,,,0
H4,2012,2012,2012,6,1,2,Export,887,Yemen,YEM,470,Malta,MLT,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,21764896,,,,21764896,,19438251,,,0
H4,2012,2012,2012,6,1,2,Export,887,Yemen,YEM,554,New Zealand,NZL,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,187072230,,,,187072230,,156593939,,,0
H4,2012,2012,2012,6,1,2,Export,887,Yemen,YEM,699,India,IND,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,864048120,,,,864048120,,735518423,,,0
H4,2012,2012,2012,6,1,2,Export,887,Yemen,YEM,706,Somalia,SOM,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,750,,,,750,,1399,,,0
H4,2012,2012,2012,6,1,2,Export,887,Yemen,YEM,710,South Africa,ZAF,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,135358339,,,,135358339,,111111468,,,0
H4,2012,2012,2012,6,1,2,Export,887,Yemen,YEM,764,Thailand,THA,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,1532685380,,,,1532685380,,1275865707,,,0
H3,2008,2008,2008,6,1,2,Export,704,Viet Nam,VNM,0,World,WLD,,,,,,,,270900,"Petroleum oils & oils obt. from bituminous mins., crude",8,Weight in kilograms,13752305664,,,,13752305664,,10356845830,,,0
H3,2008,2008,2008,6,1,2,Export,704,Viet Nam,VNM,36,Australia,AUS,,,,,,,,270900,"Petroleum oils & oils obt. from bituminous mins., crude",8,Weight in kilograms,4316802560,,,,4316802560,,3480382119,,,0
H3,2008,2008,2008,6,1,2,Export,704,Viet Nam,VNM,156,China,CHN,,,,,,,,270900,"Petroleum oils & oils obt. from bituminous mins., crude",8,Weight in kilograms,888716480,,,,888716480,,598192466,,,0
H3,2008,2008,2008,6,1,2,Export,704,Viet Nam,VNM,360,Indonesia,IDN,,,,,,,,270900,"Petroleum oils & oils obt. from bituminous mins., crude",8,Weight in kilograms,259080464,,,,259080464,,142273483,,,0
H3,2008,2008,2008,6,1,2,Export,704,Viet Nam,VNM,392,Japan,JPN,,,,,,,,270900,"Petroleum oils & oils obt. from bituminous mins., crude",8,Weight in kilograms,2926893312,,,,2926893312,,2135356328,,,0
H3,2008,2008,2008,6,1,2,Export,704,Viet Nam,VNM,410,Rep. of Korea,KOR,,,,,,,,270900,"Petroleum oils & oils obt. from bituminous mins., crude",8,Weight in kilograms,214798800,,,,214798800,,181327552,,,0
H3,2008,2008,2008,6,1,2,Export,704,Viet Nam,VNM,458,Malaysia,MYS,,,,,,,,270900,"Petroleum oils & oils obt. from bituminous mins., crude",8,Weight in kilograms,1281969664,,,,1281969664,,927970304,,,0
H3,2008,2008,2008,6,1,2,Export,704,Viet Nam,VNM,702,Singapore,SGP,,,,,,,,270900,"Petroleum oils & oils obt. from bituminous mins., crude",8,Weight in kilograms,2223727872,,,,2223727872,,1732868053,,,0
H3,2008,2008,2008,6,1,2,Export,704,Viet Nam,VNM,764,Thailand,THA,,,,,,,,270900,"Petroleum oils & oils obt. from bituminous mins., crude",8,Weight in kilograms,190106976,,,,190106976,,142254525,,,0
H3,2008,2008,2008,6,1,2,Export,704,Viet Nam,VNM,842,USA,USA,,,,,,,,270900,"Petroleum oils & oils obt. from bituminous mins., crude",8,Weight in kilograms,1450209536,,,,1450209536,,1016221000,,,0
H3,2009,2009,2009,6,1,1,Import,704,Viet Nam,VNM,0,World,WLD,,,,,,,,270900,"Petroleum oils & oils obt. from bituminous mins., crude",8,Weight in kilograms,1251513,,,,1251513,,923644,,,6
H3,2009,2009,2009,6,1,2,Export,704,Viet Nam,VNM,0,World,WLD,,,,,,,,270900,"Petroleum oils & oils obt. from bituminous mins., crude",8,Weight in kilograms,13372877920,,,,13372877920,,6194595016,,,0
H3,2009,2009,2009,6,1,2,Export,704,Viet Nam,VNM,36,Australia,AUS,,,,,,,,270900,"Petroleum oils & oils obt. from bituminous mins., crude",8,Weight in kilograms,3525528064,,,,3525528064,,1700407500,,,0
H3,2009,2009,2009,6,1,2,Export,704,Viet Nam,VNM,152,Chile,CHL,,,,,,,,270900,"Petroleum oils & oils obt. from bituminous mins., crude",8,Weight in kilograms,157796000,,,,157796000,,51995010,,,0
H3,2009,2009,2009,6,1,1,Import,704,Viet Nam,VNM,156,China,CHN,,,,,,,,270900,"Petroleum oils & oils obt. from bituminous mins., crude",8,Weight in kilograms,4951,,,,4951,,3654,,,6
H3,2009,2009,2009,6,1,2,Export,704,Viet Nam,VNM,156,China,CHN,,,,,,,,270900,"Petroleum oils & oils obt. from bituminous mins., crude",8,Weight in kilograms,1125627008,,,,1125627008,,506333322,,,0
H3,2009,2009,2009,6,1,2,Export,704,Viet Nam,VNM,360,Indonesia,IDN,,,,,,,,270900,"Petroleum oils & oils obt. from bituminous mins., crude",8,Weight in kilograms,447011008,,,,447011008,,233569302,,,0
H3,2009,2009,2009,6,1,1,Import,704,Viet Nam,VNM,392,Japan,JPN,,,,,,,,270900,"Petroleum oils & oils obt. from bituminous mins., crude",8,Weight in kilograms,12679,,,,12679,,9357,,,6
